PERIODE,CPTE,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,DATE_OF_BIRTH,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,AGE
2024-08-01,CPTE_000568,8,6,190.67,6423.81,3761.24,1982-09-17,M,Administration,Divorcé(e),Salarié,1000,42
2024-09-01,CPTE_000568,5,5,173.85,12067.49,4317.74,1982-09-17,M,Administration,Divorcé(e),Salarié,1000,42
2024-10-01,CPTE_000568,13,11,373.35,12879.9,2982.26,1982-09-17,M,Administration,Divorcé(e),Salarié,1000,42
2024-11-01,CPTE_000568,8,8,379.87,7798.87,4001.36,1982-09-17,M,Administration,Divorcé(e),Salarié,1000,42
2024-12-01,CPTE_000568,11,9,111.69,8837.57,4211.34,1982-09-17,M,Administration,Divorcé(e),Salarié,1000,42
2023-01-01,CPTE_000569,17,17,958.08,10123.65,5620.37,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-02-01,CPTE_000569,16,14,815.48,10825.62,5995.51,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-03-01,CPTE_000569,17,15,851.51,9705.21,4802.97,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-04-01,CPTE_000569,14,13,856.75,13769.95,5313.04,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-05-01,CPTE_000569,14,14,764.94,9392.21,5307.39,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-06-01,CPTE_000569,16,14,952.52,8083.33,4599.43,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-07-01,CPTE_000569,17,17,910.71,11235.88,4563.82,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,21
2023-08-01,CPTE_000569,18,17,873.03,6730.62,4792.7,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2023-09-01,CPTE_000569,18,17,974.17,8555.55,5354.63,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2023-10-01,CPTE_000569,22,21,895.2,9122.73,5084.15,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2023-11-01,CPTE_000569,20,18,967.22,8842.66,5289.84,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2023-12-01,CPTE_000569,23,23,753.78,6353.74,5016.24,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-01-01,CPTE_000569,20,19,750.52,7924.76,4889.22,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-02-01,CPTE_000569,16,15,926.94,10783.45,5038.35,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-03-01,CPTE_000569,20,18,742.23,11619.2,4618.21,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-04-01,CPTE_000569,17,17,846.29,7717.53,4529.91,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-05-01,CPTE_000569,16,16,887.75,9187.44,5636.95,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-06-01,CPTE_000569,18,16,936.46,9795.19,4825.26,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-07-01,CPTE_000569,20,19,912.77,8854.4,4972.43,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,22
2024-08-01,CPTE_000569,18,18,964.94,9385.98,4935.19,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,23
2024-09-01,CPTE_000569,17,16,944.32,7458.14,4633.62,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,23
2024-10-01,CPTE_000569,20,18,736.07,7897.3,4686.55,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,23
2024-11-01,CPTE_000569,10,9,723.6,7399.14,5618.56,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,23
2024-12-01,CPTE_000569,19,17,824.04,9521.65,4772.26,2002-01-11,F,Artisanat,Divorcé(e),Salarié,1000,23
2023-01-01,CPTE_000570,21,20,826.43,7586.32,972.87,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-02-01,CPTE_000570,17,17,943.03,4823.29,853.2,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-03-01,CPTE_000570,20,19,854.37,5687.25,803.43,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-04-01,CPTE_000570,20,20,947.67,5468.66,1019.19,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-05-01,CPTE_000570,16,14,802.09,6725.19,920.69,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-06-01,CPTE_000570,16,16,804.14,7162.59,874.24,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-07-01,CPTE_000570,19,17,749.09,9624.37,1051.7,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-08-01,CPTE_000570,22,21,967.69,8136.18,988.62,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,51
2023-09-01,CPTE_000570,17,16,830.8,6477.36,933.54,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2023-10-01,CPTE_000570,17,15,742.33,6379.62,1021.53,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2023-11-01,CPTE_000570,13,13,960.73,6101.86,691.51,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2023-12-01,CPTE_000570,24,22,895.79,5712.65,974.06,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-01-01,CPTE_000570,12,11,842.13,5168.78,881.64,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-02-01,CPTE_000570,11,9,895.56,9264.35,914.39,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-03-01,CPTE_000570,22,22,828.33,7504.06,804.65,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-04-01,CPTE_000570,21,21,805.92,6472.4,1071.5,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-05-01,CPTE_000570,13,13,895.53,6853.23,949.65,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-06-01,CPTE_000570,22,20,750.68,9194.15,1038.78,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-07-01,CPTE_000570,21,20,947.24,7780.72,906.88,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-08-01,CPTE_000570,15,14,722.76,6135.81,847.2,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,52
2024-09-01,CPTE_000570,22,22,853.03,4886.34,1057.62,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,53
2024-10-01,CPTE_000570,19,19,868.49,4870.61,769.8,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,53
2024-11-01,CPTE_000570,21,19,773.33,8244.83,1009.89,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,53
2024-12-01,CPTE_000570,15,15,912.45,6038.94,938.84,1972-02-05,F,Agriculture,Célibataire,Salarié,7500,53
2023-01-01,CPTE_000571,0,0,0.0,20731.38,1763.45,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-02-01,CPTE_000571,0,0,0.0,11964.83,2304.37,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-03-01,CPTE_000571,5,5,86.04,18954.01,2106.03,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-04-01,CPTE_000571,0,0,0.0,12326.28,1897.13,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-05-01,CPTE_000571,0,0,25.09,13015.47,2342.95,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-06-01,CPTE_000571,0,0,143.31,14147.22,1981.77,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-07-01,CPTE_000571,1,1,0.0,18266.62,2159.98,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-08-01,CPTE_000571,0,0,18.99,14761.46,2412.42,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-09-01,CPTE_000571,1,0,0.0,16275.02,2502.32,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-10-01,CPTE_000571,1,1,140.49,16512.36,2219.85,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-11-01,CPTE_000571,0,0,0.0,20095.43,2449.03,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,55
2023-12-01,CPTE_000571,0,0,44.07,13404.11,1879.75,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-01-01,CPTE_000571,4,4,108.02,18778.71,1969.58,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-02-01,CPTE_000571,1,0,130.86,16482.64,2102.92,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-03-01,CPTE_000571,0,0,62.39,10495.45,1920.41,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-04-01,CPTE_000571,0,0,126.12,18240.49,2385.61,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-05-01,CPTE_000571,1,1,150.68,9841.17,2458.49,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-06-01,CPTE_000571,0,0,1.56,19170.67,2441.67,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-07-01,CPTE_000571,3,2,0.0,13516.17,2432.6,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-08-01,CPTE_000571,0,0,0.0,17523.65,2390.09,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-09-01,CPTE_000571,0,0,0.0,16344.28,2389.37,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-10-01,CPTE_000571,3,3,0.0,18378.56,2259.29,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,56
2024-11-01,CPTE_000571,4,2,73.85,20084.61,2086.28,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,57
2024-12-01,CPTE_000571,0,0,147.0,12567.89,2100.33,1968-05-02,M,Industrie,Marié(e),Sans emploi,6000,57
2023-01-01,CPTE_000572,0,0,171.89,11207.76,5162.32,1989-10-10,M,Commerce,Célibataire,Salarié,7000,33
2023-02-01,CPTE_000572,1,0,20.45,10703.88,4577.33,1989-10-10,M,Commerce,Célibataire,Salarié,7000,33
2023-03-01,CPTE_000572,1,0,63.5,10486.81,5290.34,1989-10-10,M,Commerce,Célibataire,Salarié,7000,33
2023-04-01,CPTE_000572,0,0,92.85,12654.0,4450.17,1989-10-10,M,Commerce,Célibataire,Salarié,7000,33
2023-05-01,CPTE_000572,0,0,157.47,10320.32,4591.19,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-06-01,CPTE_000572,2,1,0.0,9098.78,4125.29,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-07-01,CPTE_000572,0,0,42.76,7636.63,5198.89,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-08-01,CPTE_000572,2,2,0.0,9104.78,4666.34,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-09-01,CPTE_000572,0,0,4.9,8382.47,4569.61,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-10-01,CPTE_000572,4,3,160.72,11149.13,4791.49,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-11-01,CPTE_000572,5,4,54.66,8780.79,3843.17,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2023-12-01,CPTE_000572,2,2,32.47,11884.63,5264.73,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2024-01-01,CPTE_000572,1,1,64.8,6887.67,4552.6,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2024-02-01,CPTE_000572,1,0,21.68,9857.53,5424.51,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2024-03-01,CPTE_000572,5,3,0.0,11288.25,4510.96,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2024-04-01,CPTE_000572,3,1,0.0,12549.12,4651.14,1989-10-10,M,Commerce,Célibataire,Salarié,7000,34
2024-05-01,CPTE_000572,0,0,0.0,5663.36,4967.83,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-06-01,CPTE_000572,7,7,116.46,12327.52,4316.67,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-07-01,CPTE_000572,0,0,50.46,9302.14,4878.94,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-08-01,CPTE_000572,0,0,68.53,13170.53,4787.46,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-09-01,CPTE_000572,3,2,22.69,11602.5,4972.71,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-10-01,CPTE_000572,5,3,0.0,8222.35,4781.9,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-11-01,CPTE_000572,0,0,84.98,5071.8,4967.76,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2024-12-01,CPTE_000572,0,0,35.9,14025.99,5114.25,1989-10-10,M,Commerce,Célibataire,Salarié,7000,35
2023-01-01,CPTE_000573,16,14,701.38,13085.99,844.23,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-02-01,CPTE_000573,17,16,736.21,24272.4,789.96,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-03-01,CPTE_000573,19,18,731.86,16243.15,768.21,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-04-01,CPTE_000573,16,14,949.4,19392.61,932.44,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-05-01,CPTE_000573,15,15,840.63,20969.45,728.77,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-06-01,CPTE_000573,16,14,883.64,21109.43,781.91,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-07-01,CPTE_000573,18,18,920.23,16449.53,733.82,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-08-01,CPTE_000573,16,15,793.22,14734.57,763.36,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-09-01,CPTE_000573,15,14,889.11,18237.5,943.4,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-10-01,CPTE_000573,15,14,827.53,13734.77,689.14,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-11-01,CPTE_000573,17,17,965.08,24800.73,747.1,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2023-12-01,CPTE_000573,19,19,890.34,20814.92,808.17,2004-06-30,M,Commerce,Marié(e),Salarié,2000,19
2024-01-01,CPTE_000573,25,25,701.14,18783.34,704.79,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-02-01,CPTE_000573,16,14,857.67,21357.29,803.5,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-03-01,CPTE_000573,17,15,969.81,15831.22,836.31,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-04-01,CPTE_000573,16,16,839.11,17475.09,605.17,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-05-01,CPTE_000573,17,15,958.3,17767.44,890.53,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-06-01,CPTE_000573,14,13,791.18,25044.72,738.44,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-07-01,CPTE_000573,20,18,738.13,19523.41,762.69,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-08-01,CPTE_000573,16,14,850.28,13674.35,773.27,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-09-01,CPTE_000573,26,26,904.55,25075.05,789.42,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-10-01,CPTE_000573,17,15,922.16,21337.04,741.67,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-11-01,CPTE_000573,16,16,731.99,17753.49,731.37,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2024-12-01,CPTE_000573,11,9,957.32,18794.61,768.72,2004-06-30,M,Commerce,Marié(e),Salarié,2000,20
2023-01-01,CPTE_000574,1,0,0.0,12002.66,4847.11,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-02-01,CPTE_000574,2,0,0.0,13286.04,5280.25,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-03-01,CPTE_000574,0,0,192.37,13574.32,4640.96,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-04-01,CPTE_000574,0,0,4.39,16610.12,4323.85,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-05-01,CPTE_000574,0,0,0.0,17044.13,4223.05,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-06-01,CPTE_000574,1,0,0.0,15929.4,3776.43,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-07-01,CPTE_000574,1,0,159.69,19408.57,4893.04,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-08-01,CPTE_000574,1,1,0.0,16191.54,4564.29,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-09-01,CPTE_000574,5,4,118.69,11480.89,4813.8,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-10-01,CPTE_000574,0,0,185.7,12846.07,4730.64,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,55
2023-11-01,CPTE_000574,2,1,0.0,17779.19,4985.38,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2023-12-01,CPTE_000574,3,2,0.0,14252.88,5427.49,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-01-01,CPTE_000574,0,0,74.73,11739.29,4632.41,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-02-01,CPTE_000574,0,0,69.72,13440.52,4654.97,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-03-01,CPTE_000574,8,7,63.28,21066.17,4898.64,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-04-01,CPTE_000574,1,0,0.0,14793.6,4215.76,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-05-01,CPTE_000574,0,0,0.0,11885.26,4272.02,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-06-01,CPTE_000574,0,0,98.2,13914.31,4427.23,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-07-01,CPTE_000574,0,0,0.0,12180.69,4566.53,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-08-01,CPTE_000574,2,2,0.0,20166.1,4180.43,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-09-01,CPTE_000574,1,1,18.87,12459.64,5301.57,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-10-01,CPTE_000574,0,0,0.0,13555.76,4656.23,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,56
2024-11-01,CPTE_000574,0,0,49.15,11980.0,3950.64,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,57
2024-12-01,CPTE_000574,5,3,163.54,19425.35,4519.07,1968-04-12,M,Artisanat,Célibataire,Retraité,9500,57
2023-01-01,CPTE_000575,18,16,984.48,12142.47,4472.84,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,21
2023-02-01,CPTE_000575,18,17,972.8,8545.38,4631.63,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,21
2023-03-01,CPTE_000575,21,21,963.95,14974.76,5429.15,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-04-01,CPTE_000575,18,17,810.71,14201.47,4005.56,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-05-01,CPTE_000575,18,16,953.62,6936.09,5128.0,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-06-01,CPTE_000575,11,10,831.07,14189.49,4937.17,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-07-01,CPTE_000575,17,16,845.79,7824.53,4539.63,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-08-01,CPTE_000575,20,18,741.48,6920.93,4328.8,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-09-01,CPTE_000575,22,21,753.01,11822.94,4912.25,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-10-01,CPTE_000575,20,18,989.24,8163.31,4043.74,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-11-01,CPTE_000575,19,17,935.12,7566.41,4128.5,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2023-12-01,CPTE_000575,18,17,823.48,14797.79,4919.09,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2024-01-01,CPTE_000575,20,19,767.84,10830.66,5287.6,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2024-02-01,CPTE_000575,14,12,752.7,14992.44,3742.26,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,22
2024-03-01,CPTE_000575,16,15,961.81,11443.14,4545.19,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-04-01,CPTE_000575,15,15,887.23,10914.05,4892.65,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-05-01,CPTE_000575,21,19,719.89,13947.65,4189.47,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-06-01,CPTE_000575,17,15,742.78,7356.21,4152.3,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-07-01,CPTE_000575,22,20,906.96,12654.12,4719.51,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-08-01,CPTE_000575,16,15,800.84,15395.27,4510.35,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-09-01,CPTE_000575,20,20,835.76,11952.23,3929.19,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-10-01,CPTE_000575,20,20,794.79,13157.87,4013.08,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-11-01,CPTE_000575,14,13,802.43,13300.32,4832.18,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2024-12-01,CPTE_000575,11,9,825.34,10995.71,4742.89,2001-08-03,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,23
2023-01-01,CPTE_000576,10,10,361.03,14066.63,1173.81,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-02-01,CPTE_000576,10,8,206.42,13102.21,1434.22,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-03-01,CPTE_000576,5,4,136.46,14195.03,1339.81,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-04-01,CPTE_000576,10,9,351.32,10792.28,1273.97,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-05-01,CPTE_000576,9,7,115.14,15600.35,1308.1,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-06-01,CPTE_000576,7,7,370.5,15614.55,1432.45,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-07-01,CPTE_000576,6,5,340.5,10771.72,1385.9,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-08-01,CPTE_000576,5,3,143.58,13996.15,1407.45,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,54
2023-09-01,CPTE_000576,6,6,125.23,15647.84,1079.03,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2023-10-01,CPTE_000576,6,4,148.69,16951.49,1348.48,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2023-11-01,CPTE_000576,8,7,140.64,22097.23,1357.87,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2023-12-01,CPTE_000576,5,4,353.03,12895.95,1331.7,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-01-01,CPTE_000576,10,8,137.07,12063.1,1420.85,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-02-01,CPTE_000576,4,3,148.74,10823.78,1376.38,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-03-01,CPTE_000576,3,1,381.55,14088.65,1496.18,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-04-01,CPTE_000576,13,13,198.86,18306.92,1429.21,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-05-01,CPTE_000576,8,7,248.79,9764.77,1262.44,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-06-01,CPTE_000576,8,7,217.28,18578.1,1414.1,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-07-01,CPTE_000576,2,1,333.52,14058.71,1231.12,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-08-01,CPTE_000576,8,7,286.96,14169.06,1397.62,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,55
2024-09-01,CPTE_000576,1,0,174.79,13959.91,1233.41,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,56
2024-10-01,CPTE_000576,8,8,133.4,18466.34,1343.97,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,56
2024-11-01,CPTE_000576,14,14,314.54,13646.24,1355.31,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,56
2024-12-01,CPTE_000576,7,7,195.28,13348.65,1472.58,1969-02-02,M,Administration,Divorcé(e),Indépendant,3000,56
2023-01-01,CPTE_000577,21,19,939.05,16444.42,2359.76,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-02-01,CPTE_000577,23,23,870.14,21950.75,2238.73,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-03-01,CPTE_000577,16,15,773.99,18384.52,2363.0,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-04-01,CPTE_000577,13,13,746.64,18696.19,2504.24,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-05-01,CPTE_000577,19,17,870.9,15851.18,2376.09,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-06-01,CPTE_000577,18,16,854.39,11994.46,2557.56,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-07-01,CPTE_000577,21,19,871.35,15618.68,2461.12,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-08-01,CPTE_000577,20,18,914.86,16532.67,2248.89,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-09-01,CPTE_000577,19,19,857.64,17129.16,2137.01,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-10-01,CPTE_000577,20,18,877.88,18352.75,2171.16,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-11-01,CPTE_000577,10,9,995.62,21246.96,2332.32,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,27
2023-12-01,CPTE_000577,18,16,871.6,15240.92,2947.37,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,28
2024-01-01,CPTE_000577,14,13,804.42,17980.26,2611.85,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,28
2024-02-01,CPTE_000577,17,16,826.02,19037.47,2051.43,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,28
2024-03-01,CPTE_000577,17,17,936.92,15952.41,2250.26,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,28
2024-04-01,CPTE_000577,21,19,720.47,17615.91,2224.35,1996-05-30,F,Agriculture,Célibataire,Fonctionnaire,9000,28
